,name,url,description,addressCountry,postalCode,addressRegion,streetAddress,addressLocality,rating,image,priceRange,hasMap
36,"Hotel Samrat, New Delhi",https://www.booking.com/hotel/in/samrat-new-delhi.html,"Located within just 3.7 mi from the historic India Gate and the famous Connaught Place, Hotel Samrat provides 24-hour front desk for the convenience of the...",India,110021,Delhi NCR,"50 B, Kautilya Marg, Chanakyapuri, 110021 New Delhi, India","50 B, Kautilya Marg",5.7,https://r-cf.bstatic.com/images/hotel/max500/144/144571856.jpg,Prices for upcoming dates start at $63 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5963914,77.1977395&size=1600x1200&center=28.5963914,77.1977395&sensor=false&zoom=15&client=gme-booking&channel=booking-frontend&signature=Ryx5jzgST8DD5EN7XitRsI51z68="
37,Hotel IVY Plaza,https://www.booking.com/hotel/in/airport-iby.html,"8 miles from Qutub Minar, Hotel IVY Plaza is located in New Delhi and provides free WiFi, express check-in and check-out and concierge services.",India,110037,Delhi NCR,"A-34,ROAD NO 2 ,NEAR IGI AIRPORT , 110037 New Delhi, India","A-34,ROAD NO 2 ,NEAR IGI AIRPORT",7.4,https://r-cf.bstatic.com/images/hotel/max500/188/188197571.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5563567,77.1001594&size=1600x1200&zoom=15&markers=color:blue%7c28.5563567,77.1001594&sensor=false&client=gme-booking&channel=booking-frontend&signature=LK1zQxv7zkgzZ0ns9TtfHvb0lF0="
38,Zostel Delhi,https://www.booking.com/hotel/in/zostel-delhi.html,"Zostel Delhi is a backpackers hostel located in New Delhi, just 1640 feet from the New Delhi Railway Station. Free WiFi access is available.",India,110055,Delhi NCR,"5, Arakashan Road, Near New Delhi Railway Station, New Delhi, Delhi 110005, Paharganj, 110055 New Delhi, India","5, Arakashan Road, Near New Delhi Railway Station, New Delhi, Delhi 110005",7.8,https://r-cf.bstatic.com/images/hotel/max500/166/166726302.jpg,Prices for upcoming dates start at $8 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&center=28.6455781,77.2173740&markers=color:blue%7c28.6455781,77.2173740&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=cHeRTiKbmbwQ5U7YW8vX8yVEPR0="
39,Hotel Heritage,https://www.booking.com/hotel/in/heritage-home.html,"Offering a restaurant that serves a selection of Indian and Continental delights, Heritage Home is located 0.6 mi from New Delhi Railway Station and 1.",India,110055,Delhi NCR,"1603/4 Main Bazaar Paharganj, Paharganj, 110055 New Delhi, India",1603/4 Main Bazaar Paharganj,7.4,https://r-cf.bstatic.com/images/hotel/max500/215/215918626.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.6406566,77.2106046&sensor=false&size=1600x1200&zoom=15&markers=color:blue%7c28.6406566,77.2106046&client=gme-booking&channel=booking-frontend&signature=Tskfx3r181c7ePZD_5sLO9Q-CbM="
40,The Spot Inn,https://www.booking.com/hotel/in/the-spot-inn.html,"Located in New Delhi, 1.8 miles from Jantar Mantar, The Spot Inn has air-conditioned rooms with free WiFi and express check-in and check-out.",India,110055,Delhi NCR,"The Spot Inn, 867-868 Chandiwali Gali, Main Bazar Paharganj, In the lane next to City Bank ATM, Paharganj, 110055 New Delhi, India","The Spot Inn, 867-868 Chandiwali Gali, Main Bazar Paharganj, In the lane next to City Bank ATM",,https://r-cf.bstatic.com/images/hotel/max500/227/227864839.jpg,Prices for upcoming dates start at $14 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=1600x1200&sensor=false&markers=color:blue%7c28.6418080,77.2146260&center=28.6418080,77.2146260&client=gme-booking&channel=booking-frontend&signature=E4GAuLBgutq3C-poxWahzl4W-8o="
41,Seven Seas Hotel,https://www.booking.com/hotel/in/seven-seas-delhi1.html,"Seven Seas Hotel features a restaurant, fitness center, a bar and shared lounge in New Delhi.",India,110085,Delhi NCR,"12, Mangalam Place Sector – 3 Rohini  New Delhi, Rohini, 110085 New Delhi, India","12, Mangalam Place Sector – 3 Rohini  New Delhi",,https://r-cf.bstatic.com/images/hotel/max500/229/229516143.jpg,Prices for upcoming dates start at $82 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&markers=color:blue%7c28.7004120,77.1154000&center=28.7004120,77.1154000&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=ceb0_FYhGqQH4pfGspVdftYdojU="
42,Cottage Ganga Inn,https://www.booking.com/hotel/in/cottage-ganga-inn-recomd-by-lonely-planet.html,"Located in the heart of Delhi, Cottage Ganga Inn is just 0.6 mi away from Delhi Railway Station and the ever bustling markets of the Connaught Place.",India,110055,Delhi NCR,"1532, Bazar Sangtrashan,(Behind Khanna Cinema), Near Main Bazar, Pahar Ganj, Paharganj, 110055 New Delhi, India","1532, Bazar Sangtrashan,(Behind Khanna Cinema), Near Main Bazar, Pahar Ganj",7.4,https://r-cf.bstatic.com/images/hotel/max500/170/170407466.jpg,Prices for upcoming dates start at $15 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.6412771,77.2126924&markers=color:blue%7c28.6412771,77.2126924&zoom=15&sensor=false&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=q5p89Ay8vo2Gv6U7f5qaY0BoM7g="
43,preet palace,https://www.booking.com/hotel/in/preet-palace-delhi.html,"Located within 1.4 miles of Humayun's Tomb and 2.9 miles of Pragati Maidan, preet palace provides rooms with air conditioning and a private bathroom in New...",India,110014,Delhi NCR,"C-1 JANGPURA B, NEAR RAJDOOT HOTEL, 110014 New Delhi, India","C-1 JANGPURA B, NEAR RAJDOOT HOTEL",7.8,https://r-cf.bstatic.com/images/hotel/max500/223/223008011.jpg,Prices for upcoming dates start at $23 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5834570,77.2514390&sensor=false&size=1600x1200&center=28.5834570,77.2514390&zoom=15&client=gme-booking&channel=booking-frontend&signature=ZaASqc6XvrimeBQIF3Y9IHfFAXc="
44,Hotel Airport Inn Mahipalpur,https://www.booking.com/hotel/in/airport-inn.html,"Just 1.9 mi from Indira Gandhi International Airport, Hotel Airport Inn offers budget accommodations with free Wi-Fi and flat-screen TVs.",India,110037,Delhi NCR,"A-7 Road number 1 Mahipalpur, Mahipalpur, 110037 New Delhi, India",A-7 Road number 1 Mahipalpur,8.0,https://r-cf.bstatic.com/images/hotel/max500/155/155083463.jpg,Prices for upcoming dates start at $15 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5472075,77.1260324&sensor=false&markers=color:blue%7c28.5472075,77.1260324&zoom=15&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=GdUXy9UR0xlfDHXSm82yGMWToBw="
45,The Hans,https://www.booking.com/hotel/in/the-hans-new-delhi.html,"Centrally located in the business district, The Hans New Delhi offers sweeping views of the cityscape. Just 1.",India,110001,Delhi NCR,"15 Barakhamba Road Connaught Place, 110001 New Delhi, India",15 Barakhamba Road Connaught Place,7.2,https://r-cf.bstatic.com/images/hotel/max500/252/25246154.jpg,Prices for upcoming dates start at $64 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=1600x1200&markers=color:blue%7c28.6284809,77.2258830&center=28.6284809,77.2258830&sensor=false&client=gme-booking&channel=booking-frontend&signature=PwuwvhCDUc63qj7bCrEKYFGqtz4="
46,Hotel Sinon Suite,https://www.booking.com/hotel/in/airport-sinon.html,"Located in New Delhi, 7 miles from Qutub Minar, Hotel Sinon Suite features views of the lake.",India,110037,Delhi NCR,"Plot No.1251 Road No.12 Near Mahipalpur Vasant Kunj bypass Police Chowki Mahipalpur New Delhi-37, Mahipalpur, 110037 New Delhi, India",Plot No.1251 Road No.12 Near Mahipalpur Vasant Kunj bypass Police Chowki Mahipalpur New Delhi-37,6.6,https://r-cf.bstatic.com/images/hotel/max500/193/193308537.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&center=28.5515284,77.1323178&zoom=15&markers=color:blue%7c28.5515284,77.1323178&sensor=false&client=gme-booking&channel=booking-frontend&signature=UFYeKmwXxsUmQsooiGyswBDmirQ="
47,Hotel Edission View,https://www.booking.com/hotel/in/sky-height.html,"Located in New Delhi, 8 miles from Qutub Minar, Hotel Edission View provides accommodations with a restaurant, free private parking, a shared lounge and a...",India,110076,Delhi NCR,"Vasant Kunj Marg, 6078/3, Mahipalpur Extension, 110076 New Delhi, India","Vasant Kunj Marg, 6078/3, Mahipalpur Extension",7.4,https://r-cf.bstatic.com/images/hotel/max500/232/232922489.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5559506,77.1011254&markers=color:blue%7c28.5559506,77.1011254&zoom=15&size=1600x1200&sensor=false&client=gme-booking&channel=booking-frontend&signature=Occq0q3XWnEvFVvdEAKe_pMABQQ="
48,Hotel EURO INTERNATIONAL,https://www.booking.com/hotel/in/euro-international-new-delhi.html,"Located in New Delhi, Hotel EURO INTERNATIONAL has air-conditioned rooms with free WiFi.",India,110055,Delhi NCR,"904, Near Yes Bank ATM, Main Bazar, Paharganj, New Delhi -110055, Paharganj, 110055 New Delhi, India","904, Near Yes Bank ATM, Main Bazar, Paharganj, New Delhi -110055",5.0,https://r-cf.bstatic.com/images/hotel/max500/209/209641923.jpg,Prices for upcoming dates start at $6 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&center=28.6410760,77.2133960&markers=color:blue%7c28.6410760,77.2133960&zoom=15&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=ms3Nu0w4EH38Zw1uZsCz30oXJnE="
49,Treebo Trend S&B East Inn,https://www.booking.com/hotel/in/treebo-trend-s-amp-b-east-inn.html,"Located within 3 miles of Gurudwara Bangla Sahib and 3.2 miles of Rashtrapati Bhavan, Treebo Trend S&B East Inn has rooms in New Delhi.",India,110008,Delhi NCR,"30/26, East Patel Nagar, 110008 New Delhi, India","30/26, East Patel Nagar",7.3,https://r-cf.bstatic.com/images/hotel/max500/208/208809046.jpg,Prices for upcoming dates start at $19 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&markers=color:blue%7c28.6442100,77.1763430&center=28.6442100,77.1763430&size=1600x1200&sensor=false&client=gme-booking&channel=booking-frontend&signature=7z0Iaw-XweUOUPEUpbIdqvTfxpg="
50,Airport Hotel Tashree,https://www.booking.com/hotel/in/airport-tashree.html,"Located in New Delhi, 11 miles from Qutub Minar, Airport Hotel Tashree has accommodations with a restaurant, free private parking, a shared lounge and a...",India,110037,Delhi NCR,"Old Delhi Gurgaon Road OPP KAPASHERA POLICE STATION, 110037 New Delhi, India",Old Delhi Gurgaon Road OPP KAPASHERA POLICE STATION,8.8,https://r-cf.bstatic.com/images/hotel/max500/228/228719154.jpg,Prices for upcoming dates start at $24 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&markers=color:blue%7c28.5241030,77.0836240&sensor=false&center=28.5241030,77.0836240&client=gme-booking&channel=booking-frontend&signature=V0GB2tedFj_lDIorNLJDh_SsKfM="
51,OYO 12419 Hotel Silver Shine,https://www.booking.com/hotel/in/silver-shine.html,"Located in the heart of Paharganj, Hotel Silver Shine is just 328 feet from Banke Bihari Temple and conveniently within 1640 feet from the New Delhi...",India,110055,Delhi NCR,"1323, Sangtrashan Chowk Paharganj, Paharganj, 110055 New Delhi, India","1323, Sangtrashan Chowk Paharganj",6.2,https://r-cf.bstatic.com/images/hotel/max500/147/147785743.jpg,Prices for upcoming dates start at $10 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&center=28.6437492,77.2122782&markers=color:blue%7c28.6437492,77.2122782&size=1600x1200&sensor=false&client=gme-booking&channel=booking-frontend&signature=5B0wVhxjV98jqaXyRtW51TFz4Zw="
52,Hotel Saket 27,https://www.booking.com/hotel/in/saket27.html,Saket27 is 1.2 mi from Saket Metro Station and 1.7 mi from the Qutub Minar.,India,110017,Delhi NCR,"J-27, Saket, Saket, 110017 New Delhi, India","J-27, Saket",7.4,https://r-cf.bstatic.com/images/hotel/max500/813/8131837.jpg,Prices for upcoming dates start at $44 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5191801,77.2129937&zoom=15&size=1600x1200&center=28.5191801,77.2129937&sensor=false&client=gme-booking&channel=booking-frontend&signature=CXwaGy-AaCUoTszFrNN0ScN94_Q="
53,Hotel Grand Lawson,https://www.booking.com/hotel/in/airport-lawson.html,"Located in New Delhi, 7 miles from Qutub Minar, Hotel Grand Lawson features views of the garden.",India,110037,Delhi NCR,"A 435 road no 4 mahipalpur near igi Airport, Mahipalpur, 110037 New Delhi, India",A 435 road no 4 mahipalpur near igi Airport,6.7,https://r-cf.bstatic.com/images/hotel/max500/226/226423004.jpg,Prices for upcoming dates start at $10 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5493950,77.1300000&center=28.5493950,77.1300000&size=1600x1200&zoom=15&sensor=false&client=gme-booking&channel=booking-frontend&signature=cTUqMvZlSLdBmv0_vkhZYQC0pjc="
54,Hotel Aerocity Purple Orchid,https://www.booking.com/hotel/in/aerocity-purple-orchid.html,"Located in New Delhi, within 7 miles of Qutub Minar and 10 miles of Rashtrapati Bhavan, Hotel Aerocity Purple Orchid has accommodations with a terrace as...",India,110037,Delhi NCR,"KH no. 326/2 National Highway 8, Rangpuri, Next to shokeen real estate office, 110037 New Delhi, India","KH no. 326/2 National Highway 8, Rangpuri, Next to shokeen real estate office",8.1,https://r-cf.bstatic.com/images/hotel/max500/209/209635037.jpg,Prices for upcoming dates start at $19 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5398920,77.1172760&markers=color:blue%7c28.5398920,77.1172760&zoom=15&size=1600x1200&sensor=false&client=gme-booking&channel=booking-frontend&signature=PlHsUNrd6e2g2vK_bLoF91VjYfk="
55,Radisson Blu Plaza Delhi Airport,https://www.booking.com/hotel/in/radisson-new-delhi.html,"Located along the Delhi-Gurgaon Expressway, Radisson Blu Plaza Delhi features luxurious and modern rooms with free WiFi.",India,110037,Delhi NCR,"National Highway #8 Opp International Airport Near Mahipalpur Extension, Mahipalpur, 110037 New Delhi, India",National Highway #8 Opp International Airport Near Mahipalpur Extension,8.5,https://r-cf.bstatic.com/images/hotel/max500/232/232818648.jpg,Prices for upcoming dates start at $87 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5436049,77.1197936&markers=color:blue%7c28.5436049,77.1197936&size=1600x1200&sensor=false&zoom=15&client=gme-booking&channel=booking-frontend&signature=dvlYbWHWUuZfMZ8xQYln3D-u0L4="
56,Hotel The Caves,https://www.booking.com/hotel/in/the-caves.html,"8 miles from Qutub Minar, Hotel The Caves is located in New Delhi and has free WiFi, express check-in and check-out and concierge services.",India,110037,Delhi NCR,"A 207 Road no 6 Gali no 9 mahipalpur Near IGI Airport New Delhi, 110037 New Delhi, India",A 207 Road no 6 Gali no 9 mahipalpur Near IGI Airport New Delhi,7.1,https://r-cf.bstatic.com/images/hotel/max500/229/229761563.jpg,Prices for upcoming dates start at $10 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5562009,77.0999842&sensor=false&markers=color:blue%7c28.5562009,77.0999842&zoom=15&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=auVqUwcE7oQaHTX0wGri_VffZLk="
57,Airport Hotel Smart Signature,https://www.booking.com/hotel/in/smart-signature-delhi-airport.html,"Located in New Delhi, 8 miles from Qutub Minar, Airport Hotel Smart Signature has accommodations with free WiFi and free private parking.",India,110037,Delhi NCR,"A-191, Road No-4,Street No-10 Near IGI Airport,Mahipalpur, 110037 New Delhi, India","A-191, Road No-4,Street No-10 Near IGI Airport,Mahipalpur",7.5,https://r-cf.bstatic.com/images/hotel/max500/232/232152420.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&size=1600x1200&center=28.5559423,77.1011707&zoom=15&markers=color:blue%7c28.5559423,77.1011707&client=gme-booking&channel=booking-frontend&signature=_iHwlqYlcw-vz8vtUqQzOl_nJV4="
58,Hotel Maharani Lodge,https://www.booking.com/hotel/in/maharani-lodge.html,"Located in New Delhi, 1.8 miles from Jama Masjid, Hotel Maharani Lodge provides accommodations with free WiFi and free private parking.",India,110055,Delhi NCR,"32,Ram Nagar,Pahar Ganj,Near New Delhi Railway Station, Arakashan Rd, Arya Nagar, Paharganj, New Delhi, Delhi 110055, Paharganj, 110055 New Delhi, India","32,Ram Nagar,Pahar Ganj,Near New Delhi Railway Station, Arakashan Rd, Arya Nagar, Paharganj, New Delhi, Delhi 110055",8.2,https://r-cf.bstatic.com/images/hotel/max500/227/227050498.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&center=28.6459190,77.2148130&sensor=false&markers=color:blue%7c28.6459190,77.2148130&zoom=15&client=gme-booking&channel=booking-frontend&signature=9kqL-HUhhAspGvmMr19rxZb15Q8="
